body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.formato,framework.field.hardening,framework.field.host,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok,http_access,1,691519ac-5bb3-4928-93ed-50acbb9d9ae1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413671000000000,585a71256ba14020b2128276e9a28b96
evento=http_access status=ok,http_access,14,f2a3ccad-01ee-4c1a-847a-466f5d4f1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786413671000000000,8dd5b4ffcaef4ce183a9ce209e8f4a89
evento=http_access status=ok,http_access,1,a2cccfc7-b57e-4b18-b67e-cad288184ac6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413666000000000,e39857e6ad174df2989ff2fa815b9874
evento=http_access status=ok,http_access,2,fba6b0a6-530e-42ff-8eff-f1303f873586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413666000000000,4b47c0b76e414737a692edeea2769b93
evento=http_access status=ok,http_access,3,62dbd772-8a14-4a4c-869c-bb91f533b74d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413658000000000,c151df92797f439181f9b30b2942b374
evento=http_access status=ok,http_access,25,90f9a8c6-83f9-4678-bd15-2a66c752c896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413658000000000,dce563fa6a1c4ee6a5c81736d5464ce4
evento=http_access status=ok,http_access,6,6b5425de-89f9-4c11-a84b-4687883d0328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413644000000000,d48b96018cfe438292a2e63fc392926c
evento=http_access status=ok,http_access,88,becc2d80-c398-460b-9252-b6ff08e3b021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413644000000000,0d278b93332a483cb0a14baec856dbe9
evento=app_start status=ok,app_start,,4fe6eeb1-5eae-4339-9205-2912773a548f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413640000000000,
evento=http_access status=ok,http_access,2,47897e4b-f774-41c4-ba48-2d0976890b42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413438000000000,180f9e7965ce4309bdd6c808c1c7d976
evento=http_access status=ok,http_access,37,dfe21466-6897-4731-ae15-dd2bc4944201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413438000000000,01d66a72ce3347f8ae17fbcf39059ee9
evento=http_access status=ok,http_access,3,4387fb64-9756-4ca7-9d3d-a74bc815550f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786413410000000000,e36ecb11457d4caaa87991192b2bbdb8
evento=app_start status=ok,app_start,,16c3db41-9231-4caf-a4a6-ce9830b4f6d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413384000000000,
evento=http_access status=ok,http_access,5,a8063c39-9f4c-4101-9457-79ee0ba8df6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413199000000000,6436e4fd4577491eb6cf8ec35bf0ea4c
evento=http_access status=ok,http_access,34,6f3b2032-b1e2-4de3-9bf7-a9f1ebee458d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413199000000000,6887af746088454bb5f8d00d0c5b68d5
evento=app_start status=ok,app_start,,80d117df-34a5-41c1-96ec-922d1aa45d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413098000000000,
